transaction_id,customer_id,product_id,category,revenue,quantity,date,region,channel
T00323,C0061,P035,Electronics,55.7,3,2025-12-29 00:07:25.128395,East,Retail
T00324,C0041,P021,Sports,231.62,1,2025-12-29 06:07:25.128395,North,Online
T00325,C0100,P037,Electronics,107.94,3,2025-12-29 12:07:25.128395,South,Online
T00326,C0033,P005,Sports,89.79,1,2025-12-29 18:07:25.128395,North,Mobile
T00327,C0068,P019,Books,14.09,1,2025-12-30 00:07:25.128395,South,Retail
T00328,C0033,P014,Clothing,197.4,5,2025-12-30 06:07:25.128395,North,Mobile
T00329,C0014,P026,Clothing,202.1,3,2025-12-30 12:07:25.128395,West,Retail
T00330,C0021,P004,Clothing,131.21,4,2025-12-30 18:07:25.128395,East,Mobile
T00331,C0048,P025,Clothing,10.56,3,2025-12-31 00:07:25.128395,North,Retail
T00332,C0020,P045,Clothing,14.72,5,2025-12-31 06:07:25.128395,West,Mobile
T00333,C0008,P042,Clothing,30.41,1,2025-12-31 12:07:25.128395,North,Online
T00334,C0007,P025,Clothing,21.27,5,2025-12-31 18:07:25.128395,North,Retail
T00335,C0067,P018,Books,50.71,2,2026-01-01 00:07:25.128395,West,Retail
T00336,C0017,P040,Electronics,214.73,2,2026-01-01 06:07:25.128395,North,Online
T00337,C0033,P008,Food,61.1,4,2026-01-01 12:07:25.128395,North,Mobile
T00338,C0048,P039,Sports,11.08,5,2026-01-01 18:07:25.128395,East,Retail
T00339,C0076,P040,Food,36.59,4,2026-01-02 00:07:25.128395,West,Retail
T00340,C0059,P014,Food,13.65,4,2026-01-02 06:07:25.128395,West,Mobile
T00341,C0086,P032,Electronics,12.96,2,2026-01-02 12:07:25.128395,South,Online
T00342,C0022,P038,Electronics,35.81,4,2026-01-02 18:07:25.128395,North,Mobile
T00343,C0030,P033,Electronics,35.79,2,2026-01-03 00:07:25.128395,East,Mobile
T00344,C0038,P023,Clothing,133.76,1,2026-01-03 06:07:25.128395,North,Mobile
T00345,C0051,P015,Books,304.58,5,2026-01-03 12:07:25.128395,North,Retail
T00346,C0054,P033,Clothing,47.12,4,2026-01-03 18:07:25.128395,South,Online
T00347,C0008,P025,Books,54.81,2,2026-01-04 00:07:25.128395,North,Online
T00348,C0027,P017,Books,159.04,3,2026-01-04 06:07:25.128395,East,Mobile
T00349,C0027,P033,Food,34.97,4,2026-01-04 12:07:25.128395,East,Retail
T00350,C0098,P047,Food,23.6,1,2026-01-04 18:07:25.128395,South,Mobile
T00351,C0021,P002,Books,163.43,1,2026-01-05 00:07:25.128395,North,Retail
T00352,C0030,P014,Books,13.81,3,2026-01-05 06:07:25.128395,East,Retail
T00353,C0097,P040,Clothing,87.34,2,2026-01-05 12:07:25.128395,North,Retail
T00354,C0028,P040,Clothing,76.04,4,2026-01-05 18:07:25.128395,North,Retail
T00355,C0064,P039,Food,43.96,2,2026-01-06 00:07:25.128395,North,Online
T00356,C0097,P006,Electronics,40.29,1,2026-01-06 06:07:25.128395,South,Retail
T00357,C0069,P006,Books,128.22,2,2026-01-06 12:07:25.128395,North,Retail
T00358,C0061,P003,Clothing,17.23,1,2026-01-06 18:07:25.128395,East,Mobile
T00359,C0048,P007,Food,31.62,2,2026-01-07 00:07:25.128395,North,Mobile
T00360,C0019,P008,Clothing,115.48,3,2026-01-07 06:07:25.128395,East,Online
T00361,C0004,P042,Books,73.58,5,2026-01-07 12:07:25.128395,North,Mobile
T00362,C0035,P015,Books,20.96,3,2026-01-07 18:07:25.128395,East,Retail
T00363,C0064,P047,Sports,181.06,3,2026-01-08 00:07:25.128395,East,Mobile
T00364,C0049,P029,Electronics,50.0,5,2026-01-08 06:07:25.128395,North,Online
T00365,C0017,P033,Sports,150.76,5,2026-01-08 12:07:25.128395,North,Mobile
T00366,C0044,P030,Food,133.99,4,2026-01-08 18:07:25.128395,East,Mobile
T00367,C0092,P039,Clothing,88.34,4,2026-01-09 00:07:25.128395,West,Online
T00368,C0030,P027,Food,64.57,3,2026-01-09 06:07:25.128395,South,Online
T00369,C0093,P036,Books,321.19,3,2026-01-09 12:07:25.128395,West,Retail
T00370,C0046,P029,Sports,22.53,1,2026-01-09 18:07:25.128395,West,Mobile
T00371,C0006,P038,Sports,113.32,1,2026-01-10 00:07:25.128395,North,Retail
T00372,C0099,P033,Sports,26.98,4,2026-01-10 06:07:25.128395,South,Mobile
T00373,C0037,P037,Food,43.03,4,2026-01-10 12:07:25.128395,West,Mobile
T00374,C0024,P027,Books,39.53,1,2026-01-10 18:07:25.128395,North,Retail
T00375,C0093,P033,Clothing,245.05,1,2026-01-11 00:07:25.128395,West,Mobile
T00376,C0046,P004,Clothing,283.77,2,2026-01-11 06:07:25.128395,West,Mobile
T00377,C0053,P022,Food,26.17,2,2026-01-11 12:07:25.128395,North,Mobile
T00378,C0095,P002,Sports,11.78,1,2026-01-11 18:07:25.128395,North,Online
T00379,C0099,P010,Electronics,111.84,2,2026-01-12 00:07:25.128395,North,Retail
T00380,C0060,P005,Food,53.3,5,2026-01-12 06:07:25.128395,South,Online
T00381,C0097,P010,Food,17.44,4,2026-01-12 12:07:25.128395,West,Retail
T00382,C0063,P033,Books,102.1,4,2026-01-12 18:07:25.128395,North,Retail
T00383,C0085,P038,Clothing,73.02,1,2026-01-13 00:07:25.128395,East,Mobile
T00384,C0032,P013,Food,325.06,3,2026-01-13 06:07:25.128395,West,Retail
T00385,C0087,P031,Food,30.64,1,2026-01-13 12:07:25.128395,East,Online
T00386,C0033,P047,Sports,51.4,2,2026-01-13 18:07:25.128395,South,Online
T00387,C0067,P036,Sports,72.57,3,2026-01-14 00:07:25.128395,North,Online
T00388,C0018,P045,Electronics,135.5,2,2026-01-14 06:07:25.128395,East,Retail
T00389,C0025,P024,Books,73.67,5,2026-01-14 12:07:25.128395,South,Online
T00390,C0095,P015,Electronics,85.93,2,2026-01-14 18:07:25.128395,North,Retail
T00391,C0054,P029,Sports,30.51,5,2026-01-15 00:07:25.128395,East,Online
T00392,C0058,P008,Clothing,160.14,5,2026-01-15 06:07:25.128395,East,Online
T00393,C0067,P005,Sports,54.78,2,2026-01-15 12:07:25.128395,South,Retail
T00394,C0046,P029,Books,22.16,2,2026-01-15 18:07:25.128395,North,Online
T00395,C0024,P047,Sports,97.3,5,2026-01-16 00:07:25.128395,North,Mobile
T00396,C0032,P004,Books,29.48,3,2026-01-16 06:07:25.128395,East,Retail
T00397,C0047,P012,Books,18.21,5,2026-01-16 12:07:25.128395,East,Retail
T00398,C0086,P045,Books,168.43,4,2026-01-16 18:07:25.128395,East,Retail
T00399,C0023,P002,Books,59.32,5,2026-01-17 00:07:25.128395,North,Mobile
T00400,C0066,P027,Books,120.67,3,2026-01-17 06:07:25.128395,South,Retail
T00401,C0027,P031,Clothing,37.47,4,2026-01-17 12:07:25.128395,South,Online
T00402,C0002,P036,Electronics,133.71,1,2026-01-17 18:07:25.128395,North,Online
T00403,C0090,P036,Food,19.5,1,2026-01-18 00:07:25.128395,West,Online
T00404,C0017,P026,Electronics,45.2,3,2026-01-18 06:07:25.128395,South,Retail
T00405,C0033,P043,Books,315.56,5,2026-01-18 12:07:25.128395,East,Online
T00406,C0009,P027,Clothing,136.39,2,2026-01-18 18:07:25.128395,West,Retail
T00407,C0043,P005,Sports,65.01,3,2026-01-19 00:07:25.128395,West,Online
T00408,C0048,P020,Clothing,43.21,4,2026-01-19 06:07:25.128395,South,Mobile
T00409,C0039,P011,Books,174.54,4,2026-01-19 12:07:25.128395,West,Mobile
T00410,C0093,P010,Clothing,72.97,1,2026-01-19 18:07:25.128395,West,Mobile
T00411,C0042,P040,Clothing,123.65,4,2026-01-20 00:07:25.128395,South,Mobile
T00412,C0026,P038,Books,122.23,3,2026-01-20 06:07:25.128395,South,Retail
T00413,C0099,P006,Clothing,11.45,4,2026-01-20 12:07:25.128395,West,Online
T00414,C0050,P008,Food,20.8,3,2026-01-20 18:07:25.128395,East,Mobile
T00415,C0025,P023,Food,96.22,2,2026-01-21 00:07:25.128395,North,Retail
T00416,C0024,P047,Clothing,24.1,1,2026-01-21 06:07:25.128395,West,Mobile
T00417,C0013,P026,Sports,33.6,4,2026-01-21 12:07:25.128395,West,Mobile
T00418,C0060,P046,Books,244.45,3,2026-01-21 18:07:25.128395,East,Retail
T00419,C0007,P043,Food,75.71,5,2026-01-22 00:07:25.128395,West,Retail
T00420,C0057,P012,Sports,121.14,1,2026-01-22 06:07:25.128395,West,Online
T00421,C0036,P026,Clothing,75.31,2,2026-01-22 12:07:25.128395,North,Online
T00422,C0045,P013,Sports,74.33,3,2026-01-22 18:07:25.128395,North,Mobile
T00423,C0020,P040,Electronics,17.91,2,2026-01-23 00:07:25.128395,North,Mobile
T00424,C0065,P018,Food,43.69,2,2026-01-23 06:07:25.128395,South,Online
T00425,C0008,P025,Clothing,36.55,4,2026-01-23 12:07:25.128395,South,Online
T00426,C0016,P033,Books,49.64,4,2026-01-23 18:07:25.128395,North,Retail
T00427,C0014,P047,Clothing,138.1,3,2026-01-24 00:07:25.128395,North,Online
T00428,C0076,P040,Books,47.21,5,2026-01-24 06:07:25.128395,South,Online
T00429,C0087,P043,Clothing,58.07,3,2026-01-24 12:07:25.128395,East,Mobile
T00430,C0015,P012,Sports,50.52,5,2026-01-24 18:07:25.128395,West,Online
T00431,C0092,P044,Sports,17.85,2,2026-01-25 00:07:25.128395,West,Mobile
T00432,C0098,P036,Sports,56.54,1,2026-01-25 06:07:25.128395,North,Online
T00433,C0066,P048,Electronics,27.41,3,2026-01-25 12:07:25.128395,East,Retail
T00434,C0032,P004,Books,26.53,3,2026-01-25 18:07:25.128395,South,Online
T00435,C0087,P005,Sports,17.9,5,2026-01-26 00:07:25.128395,North,Online
T00436,C0063,P037,Electronics,45.29,2,2026-01-26 06:07:25.128395,East,Online
T00437,C0086,P008,Books,123.33,2,2026-01-26 12:07:25.128395,East,Mobile
T00438,C0051,P042,Clothing,35.89,5,2026-01-26 18:07:25.128395,East,Retail
T00439,C0025,P049,Electronics,39.96,2,2026-01-27 00:07:25.128395,South,Online
T00440,C0058,P028,Food,92.33,4,2026-01-27 06:07:25.128395,South,Mobile
T00441,C0063,P031,Electronics,27.44,1,2026-01-27 12:07:25.128395,West,Retail
T00442,C0062,P009,Electronics,191.81,3,2026-01-27 18:07:25.128395,West,Mobile
T00443,C0022,P029,Books,68.75,1,2026-01-28 00:07:25.128395,East,Mobile
T00444,C0058,P014,Clothing,57.48,3,2026-01-28 06:07:25.128395,East,Retail
T00445,C0058,P040,Food,75.28,4,2026-01-28 12:07:25.128395,South,Online
T00446,C0086,P041,Sports,24.53,2,2026-01-28 18:07:25.128395,West,Mobile
T00447,C0049,P022,Sports,86.04,5,2026-01-29 00:07:25.128395,East,Mobile
T00448,C0052,P011,Electronics,46.09,4,2026-01-29 06:07:25.128395,West,Online
T00449,C0042,P023,Books,191.99,1,2026-01-29 12:07:25.128395,West,Online
T00450,C0070,P001,Books,24.8,5,2026-01-29 18:07:25.128395,East,Retail
T00451,C0015,P046,Sports,66.59,2,2026-01-30 00:07:25.128395,South,Retail
T00452,C0054,P037,Food,82.93,4,2026-01-30 06:07:25.128395,East,Retail
T00453,C0060,P021,Clothing,12.72,5,2026-01-30 12:07:25.128395,East,Online
T00454,C0097,P026,Food,46.17,4,2026-01-30 18:07:25.128395,West,Mobile
T00455,C0008,P046,Clothing,115.53,4,2026-01-31 00:07:25.128395,East,Mobile
T00456,C0053,P036,Sports,147.35,2,2026-01-31 06:07:25.128395,South,Retail
T00457,C0060,P023,Clothing,40.05,3,2026-01-31 12:07:25.128395,East,Online
T00458,C0005,P001,Books,138.19,5,2026-01-31 18:07:25.128395,South,Mobile
T00459,C0068,P040,Electronics,284.75,2,2026-02-01 00:07:25.128395,South,Retail
T00460,C0006,P015,Electronics,165.52,4,2026-02-01 06:07:25.128395,West,Mobile
T00461,C0096,P021,Sports,20.01,2,2026-02-01 12:07:25.128395,North,Mobile
T00462,C0094,P047,Books,117.68,3,2026-02-01 18:07:25.128395,North,Online
T00463,C0047,P009,Food,40.81,5,2026-02-02 00:07:25.128395,West,Online
T00464,C0099,P009,Books,366.65,3,2026-02-02 06:07:25.128395,East,Mobile
T00465,C0055,P010,Electronics,63.14,1,2026-02-02 12:07:25.128395,West,Retail
T00466,C0040,P026,Electronics,20.45,5,2026-02-02 18:07:25.128395,South,Online
T00467,C0052,P041,Books,113.33,3,2026-02-03 00:07:25.128395,North,Mobile
T00468,C0016,P035,Books,41.21,4,2026-02-03 06:07:25.128395,West,Online
T00469,C0013,P025,Electronics,476.84,5,2026-02-03 12:07:25.128395,East,Online
T00470,C0030,P026,Food,322.1,5,2026-02-03 18:07:25.128395,West,Online
T00471,C0019,P011,Sports,95.4,2,2026-02-04 00:07:25.128395,North,Mobile
T00472,C0017,P038,Sports,21.13,4,2026-02-04 06:07:25.128395,West,Retail
T00473,C0063,P002,Books,102.89,1,2026-02-04 12:07:25.128395,West,Retail
T00474,C0019,P007,Sports,17.81,3,2026-02-04 18:07:25.128395,North,Retail
T00475,C0092,P018,Electronics,12.38,2,2026-02-05 00:07:25.128395,South,Online
T00476,C0058,P027,Electronics,148.51,3,2026-02-05 06:07:25.128395,South,Mobile
T00477,C0055,P034,Books,28.83,1,2026-02-05 12:07:25.128395,North,Online
T00478,C0090,P027,Books,48.12,1,2026-02-05 18:07:25.128395,West,Retail
T00479,C0090,P017,Books,300.32,5,2026-02-06 00:07:25.128395,North,Retail
T00480,C0062,P043,Food,42.86,1,2026-02-06 06:07:25.128395,South,Mobile
T00481,C0023,P044,Sports,38.13,3,2026-02-06 12:07:25.128395,East,Online
T00482,C0009,P024,Books,210.29,4,2026-02-06 18:07:25.128395,West,Retail
T00483,C0012,P025,Clothing,19.39,4,2026-02-07 00:07:25.128395,South,Mobile
T00484,C0001,P007,Clothing,124.03,5,2026-02-07 06:07:25.128395,West,Online
T00485,C0058,P006,Electronics,364.27,3,2026-02-07 12:07:25.128395,North,Online
T00486,C0001,P024,Sports,195.25,3,2026-02-07 18:07:25.128395,East,Retail
T00487,C0034,P033,Books,94.37,1,2026-02-08 00:07:25.128395,North,Retail
T00488,C0096,P049,Clothing,40.16,3,2026-02-08 06:07:25.128395,East,Online
T00489,C0048,P029,Sports,33.48,2,2026-02-08 12:07:25.128395,West,Online
T00490,C0089,P043,Electronics,146.85,1,2026-02-08 18:07:25.128395,West,Retail
T00491,C0001,P022,Food,179.5,2,2026-02-09 00:07:25.128395,North,Online
T00492,C0016,P026,Sports,69.63,5,2026-02-09 06:07:25.128395,East,Retail
T00493,C0061,P028,Sports,32.41,4,2026-02-09 12:07:25.128395,East,Online
T00494,C0064,P050,Food,19.59,5,2026-02-09 18:07:25.128395,West,Retail
T00495,C0063,P021,Sports,17.3,4,2026-02-10 00:07:25.128395,North,Mobile
T00496,C0069,P049,Electronics,111.57,5,2026-02-10 06:07:25.128395,East,Retail
T00497,C0022,P007,Electronics,53.59,3,2026-02-10 12:07:25.128395,West,Retail
T00498,C0093,P017,Food,198.61,2,2026-02-10 18:07:25.128395,South,Mobile
T00499,C0067,P020,Books,117.66,4,2026-02-11 00:07:25.128395,North,Online
T00500,C0076,P041,Clothing,26.98,1,2026-02-11 06:07:25.128395,South,Mobile
T00501,C0026,P049,Books,86.11,2,2026-02-11 12:07:25.128395,North,Retail
T00502,C0016,P020,Sports,55.75,1,2026-02-11 18:07:25.128395,West,Online
T00503,C0051,P022,Clothing,78.88,2,2026-02-12 00:07:25.128395,East,Mobile
T00504,C0086,P028,Food,117.17,2,2026-02-12 06:07:25.128395,East,Online
T00505,C0057,P040,Food,141.27,5,2026-02-12 12:07:25.128395,East,Online
T00506,C0029,P049,Clothing,158.5,4,2026-02-12 18:07:25.128395,North,Mobile
T00507,C0078,P007,Electronics,33.44,4,2026-02-13 00:07:25.128395,West,Online
T00508,C0092,P001,Clothing,12.53,2,2026-02-13 06:07:25.128395,South,Mobile
T00509,C0069,P032,Sports,117.55,3,2026-02-13 12:07:25.128395,West,Retail
T00510,C0047,P013,Electronics,18.99,3,2026-02-13 18:07:25.128395,South,Online
T00511,C0094,P030,Food,40.26,1,2026-02-14 00:07:25.128395,North,Retail
T00512,C0062,P023,Clothing,10.31,1,2026-02-14 06:07:25.128395,North,Retail
T00513,C0069,P019,Books,101.57,5,2026-02-14 12:07:25.128395,South,Online
T00514,C0076,P032,Books,24.63,2,2026-02-14 18:07:25.128395,South,Mobile
T00515,C0016,P030,Sports,95.2,1,2026-02-15 00:07:25.128395,South,Online
T00516,C0090,P029,Books,393.73,1,2026-02-15 06:07:25.128395,West,Retail
T00517,C0090,P049,Clothing,16.04,2,2026-02-15 12:07:25.128395,South,Retail
T00518,C0048,P045,Clothing,16.42,5,2026-02-15 18:07:25.128395,North,Mobile
T00519,C0085,P029,Books,43.29,1,2026-02-16 00:07:25.128395,North,Online
T00520,C0039,P030,Clothing,171.02,5,2026-02-16 06:07:25.128395,East,Retail
T00521,C0100,P016,Sports,29.42,4,2026-02-16 12:07:25.128395,South,Retail
T00522,C0033,P040,Electronics,45.75,5,2026-02-16 18:07:25.128395,West,Retail
T00523,C0094,P019,Sports,15.68,3,2026-02-17 00:07:25.128395,West,Mobile
T00524,C0023,P018,Sports,125.23,3,2026-02-17 06:07:25.128395,West,Retail
T00525,C0010,P001,Clothing,51.98,5,2026-02-17 12:07:25.128395,East,Retail
T00526,C0069,P014,Electronics,123.92,3,2026-02-17 18:07:25.128395,North,Online
T00527,C0100,P047,Clothing,197.15,4,2026-02-18 00:07:25.128395,West,Online
T00528,C0034,P050,Food,31.2,2,2026-02-18 06:07:25.128395,North,Retail
T00529,C0052,P002,Clothing,141.77,3,2026-02-18 12:07:25.128395,East,Retail
T00530,C0095,P028,Clothing,14.87,3,2026-02-18 18:07:25.128395,South,Online
T00531,C0010,P049,Clothing,193.29,5,2026-02-19 00:07:25.128395,South,Mobile
T00532,C0019,P050,Electronics,94.16,4,2026-02-19 06:07:25.128395,South,Mobile
T00533,C0058,P030,Clothing,175.86,2,2026-02-19 12:07:25.128395,West,Mobile
T00534,C0096,P038,Electronics,10.02,5,2026-02-19 18:07:25.128395,South,Mobile
T00535,C0001,P004,Books,24.82,5,2026-02-20 00:07:25.128395,West,Mobile
T00536,C0069,P001,Food,49.51,4,2026-02-20 06:07:25.128395,East,Mobile
T00537,C0004,P008,Electronics,48.18,2,2026-02-20 12:07:25.128395,East,Mobile
T00538,C0016,P029,Books,30.57,4,2026-02-20 18:07:25.128395,West,Mobile
T00539,C0024,P039,Electronics,48.45,2,2026-02-21 00:07:25.128395,North,Online
T00540,C0080,P003,Electronics,21.04,4,2026-02-21 06:07:25.128395,South,Mobile
T00541,C0002,P032,Food,52.59,5,2026-02-21 12:07:25.128395,South,Mobile
T00542,C0092,P010,Sports,139.7,5,2026-02-21 18:07:25.128395,South,Mobile
T00543,C0032,P010,Sports,62.17,1,2026-02-22 00:07:25.128395,West,Retail
T00544,C0091,P019,Electronics,11.45,3,2026-02-22 06:07:25.128395,East,Online
T00545,C0084,P046,Clothing,53.78,4,2026-02-22 12:07:25.128395,South,Online
T00546,C0024,P034,Books,12.2,1,2026-02-22 18:07:25.128395,East,Online
T00547,C0012,P033,Clothing,281.09,3,2026-02-23 00:07:25.128395,South,Mobile
T00548,C0050,P023,Clothing,20.91,4,2026-02-23 06:07:25.128395,South,Mobile
T00549,C0035,P028,Electronics,108.39,2,2026-02-23 12:07:25.128395,West,Retail
T00550,C0033,P032,Electronics,298.29,3,2026-02-23 18:07:25.128395,North,Online
T00551,C0033,P050,Electronics,149.91,5,2026-02-24 00:07:25.128395,West,Mobile
T00552,C0061,P007,Electronics,106.14,1,2026-02-24 06:07:25.128395,South,Online
T00553,C0051,P029,Sports,156.34,3,2026-02-24 12:07:25.128395,South,Retail
T00554,C0043,P008,Electronics,330.5,3,2026-02-24 18:07:25.128395,North,Retail
T00555,C0012,P001,Sports,87.69,5,2026-02-25 00:07:25.128395,East,Retail
T00556,C0067,P003,Sports,75.53,4,2026-02-25 06:07:25.128395,East,Online
T00557,C0065,P024,Electronics,89.16,2,2026-02-25 12:07:25.128395,South,Mobile
T00558,C0033,P023,Food,70.86,5,2026-02-25 18:07:25.128395,East,Mobile
T00559,C0040,P008,Books,90.65,2,2026-02-26 00:07:25.128395,South,Retail
T00560,C0074,P047,Clothing,57.8,4,2026-02-26 06:07:25.128395,North,Mobile
T00561,C0043,P037,Sports,29.72,3,2026-02-26 12:07:25.128395,North,Retail
T00562,C0044,P003,Books,20.25,2,2026-02-26 18:07:25.128395,South,Online
T00563,C0029,P033,Food,15.66,1,2026-02-27 00:07:25.128395,North,Retail
T00564,C0013,P028,Clothing,34.45,1,2026-02-27 06:07:25.128395,West,Online
T00565,C0012,P047,Clothing,13.78,5,2026-02-27 12:07:25.128395,West,Retail
T00566,C0095,P008,Sports,76.99,4,2026-02-27 18:07:25.128395,North,Mobile
T00567,C0046,P034,Electronics,36.71,5,2026-02-28 00:07:25.128395,South,Mobile
T00568,C0002,P035,Food,149.23,5,2026-02-28 06:07:25.128395,South,Retail
T00569,C0035,P032,Sports,16.17,5,2026-02-28 12:07:25.128395,North,Mobile
T00570,C0087,P024,Food,30.53,1,2026-02-28 18:07:25.128395,East,Mobile
T00571,C0081,P014,Electronics,114.82,1,2026-03-01 00:07:25.128395,West,Mobile
T00572,C0090,P032,Electronics,83.07,5,2026-03-01 06:07:25.128395,East,Online
T00573,C0008,P046,Sports,15.33,1,2026-03-01 12:07:25.128395,South,Mobile
T00574,C0093,P043,Electronics,177.8,4,2026-03-01 18:07:25.128395,South,Online
T00575,C0026,P016,Books,177.82,5,2026-03-02 00:07:25.128395,East,Retail
T00576,C0074,P004,Clothing,42.09,1,2026-03-02 06:07:25.128395,North,Mobile
T00577,C0090,P037,Sports,43.29,2,2026-03-02 12:07:25.128395,East,Mobile
T00578,C0034,P021,Food,371.0,5,2026-03-02 18:07:25.128395,East,Mobile
T00579,C0007,P014,Books,88.72,5,2026-03-03 00:07:25.128395,West,Retail
T00580,C0068,P031,Sports,70.63,4,2026-03-03 06:07:25.128395,West,Online
T00581,C0058,P048,Electronics,155.69,3,2026-03-03 12:07:25.128395,East,Online
T00582,C0075,P018,Electronics,36.87,3,2026-03-03 18:07:25.128395,East,Mobile
T00583,C0029,P007,Electronics,54.85,4,2026-03-04 00:07:25.128395,South,Retail
T00584,C0036,P010,Electronics,34.93,4,2026-03-04 06:07:25.128395,West,Retail
T00585,C0089,P007,Food,134.53,4,2026-03-04 12:07:25.128395,West,Retail
T00586,C0021,P033,Books,78.14,3,2026-03-04 18:07:25.128395,South,Retail
T00587,C0036,P023,Clothing,96.03,4,2026-03-05 00:07:25.128395,North,Retail
T00588,C0010,P021,Food,33.26,1,2026-03-05 06:07:25.128395,West,Online
T00589,C0073,P019,Food,29.9,5,2026-03-05 12:07:25.128395,West,Online
T00590,C0024,P048,Clothing,63.61,5,2026-03-05 18:07:25.128395,North,Online
T00591,C0064,P019,Clothing,117.02,2,2026-03-06 00:07:25.128395,West,Mobile
T00592,C0099,P036,Electronics,69.6,2,2026-03-06 06:07:25.128395,West,Retail
T00593,C0049,P029,Food,12.66,5,2026-03-06 12:07:25.128395,North,Mobile
T00594,C0099,P018,Sports,172.33,1,2026-03-06 18:07:25.128395,North,Retail
T00595,C0036,P002,Clothing,15.35,3,2026-03-07 00:07:25.128395,East,Online
T00596,C0082,P001,Clothing,259.57,3,2026-03-07 06:07:25.128395,South,Mobile
T00597,C0096,P047,Books,12.04,1,2026-03-07 12:07:25.128395,South,Online
T00598,C0024,P005,Sports,104.85,3,2026-03-07 18:07:25.128395,North,Retail
T00599,C0023,P020,Sports,16.86,4,2026-03-08 00:07:25.128395,North,Retail
T00600,C0062,P011,Clothing,203.24,5,2026-03-08 06:07:25.128395,West,Retail
T00601,C0096,P042,Electronics,59.95,5,2026-03-08 12:07:25.128395,East,Online
T00602,C0037,P002,Books,21.84,1,2026-03-08 18:07:25.128395,East,Retail
T00603,C0012,P003,Sports,43.34,3,2026-03-09 00:07:25.128395,North,Online
T00604,C0055,P023,Clothing,24.41,2,2026-03-09 06:07:25.128395,West,Mobile
T00605,C0013,P012,Sports,24.96,2,2026-03-09 12:07:25.128395,West,Retail
T00606,C0023,P020,Books,246.69,3,2026-03-09 18:07:25.128395,South,Retail
T00607,C0089,P005,Books,57.14,2,2026-03-10 00:07:25.128395,South,Retail
T00608,C0099,P037,Food,134.4,1,2026-03-10 06:07:25.128395,West,Mobile
T00609,C0030,P038,Clothing,91.64,1,2026-03-10 12:07:25.128395,South,Retail
T00610,C0017,P030,Books,100.27,3,2026-03-10 18:07:25.128395,North,Online
T00611,C0062,P009,Food,21.3,2,2026-03-11 00:07:25.128395,West,Online
T00612,C0084,P034,Food,31.35,1,2026-03-11 06:07:25.128395,South,Retail
T00613,C0089,P044,Sports,133.62,1,2026-03-11 12:07:25.128395,East,Retail
T00614,C0086,P035,Sports,292.59,4,2026-03-11 18:07:25.128395,West,Mobile
T00615,C0013,P022,Food,34.38,4,2026-03-12 00:07:25.128395,West,Mobile
T00616,C0059,P044,Sports,35.35,1,2026-03-12 06:07:25.128395,East,Mobile
T00617,C0019,P024,Books,61.23,3,2026-03-12 12:07:25.128395,North,Retail
T00618,C0049,P017,Electronics,340.02,5,2026-03-12 18:07:25.128395,East,Mobile
T00619,C0100,P010,Books,35.06,5,2026-03-13 00:07:25.128395,West,Mobile
T00620,C0012,P030,Food,51.8,1,2026-03-13 06:07:25.128395,North,Online
T00621,C0061,P046,Food,187.67,1,2026-03-13 12:07:25.128395,South,Mobile
T00622,C0019,P023,Books,10.23,1,2026-03-13 18:07:25.128395,South,Online
T00623,C0076,P032,Sports,13.25,3,2026-03-14 00:07:25.128395,South,Online
T00624,C0009,P017,Sports,84.12,4,2026-03-14 06:07:25.128395,West,Mobile
T00625,C0071,P050,Food,200.34,1,2026-03-14 12:07:25.128395,East,Online
T00626,C0028,P017,Clothing,31.83,1,2026-03-14 18:07:25.128395,North,Retail
T00627,C0078,P014,Sports,60.74,2,2026-03-15 00:07:25.128395,South,Retail
T00628,C0095,P009,Books,57.89,3,2026-03-15 06:07:25.128395,North,Mobile
T00629,C0052,P040,Sports,61.24,1,2026-03-15 12:07:25.128395,West,Retail
T00630,C0083,P002,Books,87.94,2,2026-03-15 18:07:25.128395,South,Online
T00631,C0016,P045,Food,60.75,5,2026-03-16 00:07:25.128395,West,Retail
T00632,C0069,P025,Sports,57.46,1,2026-03-16 06:07:25.128395,East,Mobile
T00633,C0099,P039,Books,61.44,1,2026-03-16 12:07:25.128395,West,Mobile
T00634,C0012,P009,Food,81.5,2,2026-03-16 18:07:25.128395,West,Online
T00635,C0025,P022,Clothing,71.6,3,2026-03-17 00:07:25.128395,East,Mobile
T00636,C0052,P043,Books,164.01,1,2026-03-17 06:07:25.128395,North,Retail
T00637,C0085,P046,Clothing,14.06,5,2026-03-17 12:07:25.128395,East,Mobile
T00638,C0100,P004,Clothing,153.33,1,2026-03-17 18:07:25.128395,East,Online
T00639,C0053,P026,Electronics,158.59,5,2026-03-18 00:07:25.128395,West,Mobile
T00640,C0023,P029,Sports,36.83,4,2026-03-18 06:07:25.128395,North,Retail
T00641,C0016,P045,Books,59.72,4,2026-03-18 12:07:25.128395,South,Online
T00642,C0057,P034,Clothing,56.18,5,2026-03-18 18:07:25.128395,East,Retail
T00643,C0039,P023,Electronics,29.72,3,2026-03-19 00:07:25.128395,North,Online
T00644,C0053,P037,Food,50.44,1,2026-03-19 06:07:25.128395,East,Mobile
T00645,C0042,P011,Books,13.63,1,2026-03-19 12:07:25.128395,East,Online
T00646,C0058,P006,Clothing,36.04,4,2026-03-19 18:07:25.128395,East,Online
